term,sentiment
ulang,0
MegOnToast,1
412k,0
Missing,1
Chen,0
httptcon2bwRYHFkn,0
KayyyRenaeee,1
Breaks,0
Sr92,0
Naahzda,0
Willy,0
httptcoEt4vg5APDi,0
syle,0
korosuke0508,0
httptco6yXktVpjyc,0
Niallerlooover,0
imagines,0
Sky,1.0
3412508,0
C21CB,0
elas,0
bld,0
boyz,-1
diorg,0
inconsistent,0
httptcow7JE0uAHmN,0
imagined,0
RAILWAY,0
AlekTrelon,0
FaisalMohamud,1
ayrca,0
evojajajjaja,0
Yorozuyakbot,0
httptco0Ql3XvxlNb,0
surewere,0
merungut,0
matsutaken,0
NrlShahidaHshm,0
keamanan,0
IfSantaWasBlack,0
peur,0
Adib,0
presse,-1
dailyteenwords,3.0
shosho19185,0
SolaceHolidays,0
ZxxZul,0
Adil,0
Dougief,1
Iknowyoucandobetter,1
MamindMy,0
dikenal,0
YoiRT,0
sofferenza,0
seguidor,0
seguidos,0
atendio,-1
tuyos,-1.0
podniosam,0
maicih,-1
peut,0
Palenque,0
ac97,0
sd3bhsindbhsindmahmudfasya,0
bigbiggyabc,0
wisinyyandel,0
Aaiisstt,0
SabrinaMechta,0
PilihanSUPER,0
YEA,0
GameInsight,0
Unfollow,0
memulai,0
CHaHTa,0
Disappointing,1
RTrollandtria,0
ksmtyko0729,0
iamdiddy,1
BestPatama,0
durmo,-1
tika,0
YES,0
btoota070,0
YET,0
httptcoQevXfI5W9S,0
Santana,-1
gioco,0
Granttis,-1
Parkir,0
instapic,1.0
Rings,1
ningum,-1.0
dankjewel,0
Karcake,0
1107arashi,0
temporada,0
jordi,0
ALBUMhttptco5Uro5qyIVR,0
RoRod101d,0
WessWess,0
httptco9YsRvCXa3v,0
keybordin,2.0
fakejsicaw,0
1po2pyy,0
subiremos,0
Aww,0
siyunit,0
compadezco,0
httptcoCPVLZUzn8S,0
Awn,0
Jonas,0
Krava,0
michaelakarlsen,0
XOckuchikXO,0
AnggiRatihDewi,0
twitteran,0
httptcoxIK7WzYIJW,0
20130226,0
Sheesh,-1
INDOBARCELONA,1
Harbor,0
nisademia,0
Nana96s2,0
thisnarry,0
caaa,0
sayangku,0
ikamizanin,0
wsong2wx5smax,0
fiq,0
suterusukamu13,0
SuchaFuqnLadi,0
Teeth,0
ojala,0
ahahahahaha,0
AINT,0
Hathaway,0
3RD,0
dedymayvoid,0
terluka,0
bangsatriaoo,0
homeeeeeee,0
paring,0
s,0
Adopsi,0
MayDay,0
Arnooooold,-1
BossJamesB,0
Fernandoesta,0
CamilaCabrera,0
matiRT,0
SonnyPRIMETIME,0
allowance,-1
okeee,1
UMNO,0
schuldOnun,0
httptcolHa3hDUIjb,0
harumi,0
droga,-1.0
Hihihi,0
BABOJooyeonAS,0
JAjaja,0
pahal,0
qualcosa,1
DIDNT,0
ddyamamoto,0
Pepper,0
snoopfolarin,2.0
TeamFollow,0
risaah,0
Perhaps,0
Asheville,0
wesh,0
motives,1
sofisticados,0
Champaagnee,1
peixotorenatinh,0
CinemaVikatan,0
RTpanjiwb,0
Biru,0
wants,-2.0
httptcofzXcdmogp7,0
LeaveYouStenken,1
httptcoF17tSflAaD,-1
hung,0
Nackygyu,0
shsh,0
jeyonee,0
Doreaa,1
photos,0
penat,0
venus,0
swagjbi3ber,-1
hashtag,0
vomito,0
heniieuchuw,0
neoneo125,0
tomes,-1
12R883,0
httptcoskWmEJPV4n,0
httptcofqtTiAFuiN,0
Capres,0
rudolf,0
andriolee,0
sorana,0
enyssaaax,0
fin,0
Cinema,1
sunflowerragi,0
womensoccer,0
httptco5nbmeyRuXo,0
Mwaha,0
Twitteroff,0
3abdul3,1
newspaper,0
situation,-4.0
vogeltje,0
GlobalRPent,0
Size,0
Bmcooney19,0
KholikF,1
httptcoPt0NxmSRAG,1
ituuu,0
herthe,0
cura,0
engaged,0
Pesek,-1.0
paha,0
aiyh,0
tumbangu,0
LeeM21,0
technology,1
ouvido,0
calebgawriluk18,-1
httptconyd7yNJXBy,0
verified,0
Dasom,0
13kks,0
kindergarten,-1
judika,0
Penggemar,0
nengntr,0
ykttty0304,0
zorras,-1
cheonma,0
Blood,-1.0
diaaaanLT,0
addmath,0
UTC,0
tikajulio,0
shflypipit,0
elini,0
singapore,0
jvien,0
Clear,0
IRS,1
MANICERO,0
STYGoc,1
herkes,0
sreg,0
XVI,1
asriyuniar,0
defa,0
tolak,0
ediyorsun,0
advertisement,-1.0
scurvylurvey,0
Mau,0
defo,0
Ji,0
keritiana,0
httptcotP1ameMhRB,0
Pork,0
tracking,0
Manor,0
Porn,0
FaroesteCabloco,0
nothin,1
idontcurr,0
May,0
BazarklarVarki,0
imammudaasyraf,0
Sno,0
Porq,0
GPK1,0
Otros,0
GPK3,0
ArtBaselalright,1
shitttt,0
BOX,0
chabon,-1
sorryy,1
NAA,0
Snnilere,0
kawan,0
being,2.0
NAK,0
SO02C,0
BOS,1
BOT,0
BOW,1
schools,0
ryushokisei,0
BOM,0
BOO,0
Mussaaaaa,0
priitt,-1
byanggoro,0
kembaran,2.0
botti124,0
Ontem,0
httptcoMOTijhdTUy,0
wank,1.0
DIKASIH,0
polar,0
fudul,0
httptcoLAmCIQti83,0
kirk,0
jockinjeyz,0
Males,0
canciones,0
httptcow7FgAPalmm,1
AQBassam,0
geliini,0
Crank,0
beratur,0
ladilla,0
RideonJoker3,0
ineens,0
kesini,0
httptco4NoYLpGVGI,0
dicks,1
Deeply,0
andunnnnnnn,0
kiro,1
RyanHTOfficial,-1
adems,0
PrinDoBe,0
panjang,0
postar,0
httptcowPzyR8kY7k,0
NastyyNick12,1
httptcowFjQyKTeBl,0
SAFE,1
rompo,0
excusez,0
irishka22,0
adema,0
traffic,-1.0
httptco8uxXXAuKgc,0
Noches,0
rajivanand,0
world,0
sume,0
Sup3rjunior,0
Example,0
nancylangart,0
faustocogliati,0
LPIS,0
Sergio,0
ohhhkiana,0
totomato,0
TFBUK,0
Futuramagtgt,0
httptcoydvBz4PJRR,0
sleepAnthonys,-1
mienne,-1
Ryewook,2.0
worlD,0
jison0203,0
dindarizk,0
yessi,1
judul,0
httptcoUrKhfObFh1,0
inosisio,0
PTXofficial,1
Weird12YearOld,0
MailHangover,1
udeh,0
Seriously,0
grup,0
obstculo,0
pehape,0
FlashBack,0
tva,0
yesss,1.0
Seriouslt,0
Safuwanrazali,1
JKT48,0
syifanwr,0
morningtweddos,0
jeilkarin,0
perdio,0
GUMI,0
scivolata,0
ouro,0
resazakaria,0
918,0
GizziErskine,0
916,-1
ItalianProud,0
912,0
iknowshameonme,0
HPHarryJP,0
httptcolkaDjS4N6A,0
bigdaddy1992,-1
vacilos,0
Casi,0
jahat,0
veriyor,0
tv3,0
Cash,-1.0
Minecraftpart5,0
graag,0
Mngrtilah,0
NGGK,0
tansmashblast,0
catpineapple,0
missionFrom,-1
whackie,1
Revolution,0
Yaudah,0
luces,0
follbaack,0
etmeye,0
hun494,0
fmylife,0
Besar,0
SMAN5,0
Belanda,0
httptcoaHofnu0tm8,0
esperoDhablamos,0
Ni,0
Nk,1.0
Atur,0
No,1.0
bjo,0
Na,0
bjm,0
CapelaJuan1978,0
Nd,0
Ne,1.0
ngejedotin,0
ChrizKhalifa,0
Ny,0
gdoh2,0
bjs,0
twitteroff,0
MariaaaZambrano,0
Np,0
Andaiku,0
Ns,0
gtgt,0
Nu,0
Nw,-1.0
NH,0
NI,0
allemand,0
Cyberjaya,-1
NM,0
fields,1
NO,0
NA,0
NB,-1
ND,1
RayCruz,0
NF,0
NG,0
5RT,0
NY,0
NZ,0
discutir,0
Yaln,0
NP,0
leorgia,0
hatikult3,0
mota2008,0
bubble,1
NU,0
NV,0
NW,0
PassionTorii,0
gretelmojica,0
dormir,0
plgy,-1
Wxlves,0
eluRT,0
kotor,0
Tanda,0
masakannya,0
yaya,0
Foodies,1
AH94NIEL,0
Nwava,0
abeerawniEb0ny,0
with,0
dormil,-1
Bismillahi,0
betutu,0
pull,0
pulo,0
cossylitha,0
reysaryolla,0
kukerjain,0
httptcoxlEQzjFGnb,0
iojoihjdsoihvfdouvgdsipugds,0
mmblasah,0
pula,0
CalipCasie,1
mikirin,0
puasa,0
nazrielapel,0
Asias,0
httptcoRLDI0sLpDC,1
cazzaleeds,0
trips,0
rust,0
altiro,0
crear,0
creas,-1
amylove17,0
typingP,0
butthole,1
ArguetaSammu,0
kutuk,0
mengerjakan,0
Cinderella,1
Riizkha25wah,0
mundo,0
kaUri,0
kutup,0
Yuvaniaa,0
haseeeeekkk,0
watched,3.0
CAMINAR,0
tremble,1
cream,0
Real,0
Sarawak,0
TweetIikeAMan,0
t3kat3ki,0
ngilerr,0
FO,1
MambrinMaru,0
Goooood,0
4LLLLLL,-1
Burnley,0
1447,0
KUMBIAAAAAAAAAAAAA,0
salshaabilaa,0
httptcoaSzaLTacNq,0
Janay,-1
Tsiraaa,-1
rbsidabutar,0
miachilly,0
Password,0
Lady,0
conmigo,0
CEJUDO,0
httptcoAbQlYeSVN1,0
dool11,0
httptcoQ91SYzjqHi,0
ru,0
httptcowJ1I2kzeZi,0
dayummm,-2.0
benimm,0
Madrenohaymaskeuna,0
syukuri,1
YACUBATWITEA,0
tricky,1
leannepigmann,-1
feses,0
httptcocXgJnmqbVv,0
thora,0
naurylala,0
Explained,0
YouAdoreAsh,0
Point,0
Villarreal,0
Biar,0
TheHamEatsHam7,0
shinkajin,0
hertyodel,0
LMGDAO,1
kimeee,0
Mirzaaversion,0
rezadzikry,0
yahRT,0
feroces,0
CalixBrian,1
sch,-1
irenesilaen,1
SONGits,1
caused,0
Fix,-1
MathyuDrakoh,0
rezkhariandy,0
KRISLAYCLUB,0
nazreenbaybee,0
respondido,0
DEATH16,0
daora,0
DDROstBerlin,0
Islamu,0
causes,-1.0
OfficielTED,0
maanverzameling,0
brhasil,0
TheQueenKonini,0
terpecahkan,0
Drmh,0
httptcomUkwOc908p,1
morrendo,0
Thankyou,0
AureliaHerlina,1
o10002000,0
nore,-1
httptcoIaqvrBwPNP,1
JasonDCrane,0
Headband,0
RTT3kaT3ki,0
seviyorumki,0
httptcoYyQ71pBXBe,0
httptco4JkWeejZnQ,0
NHKFM,0
pple,-1
b3ntru,0
AfsAyu,0
Capricorn,0
yuyutarian,0
httptcov5gIt1cLMA,0
tyrondossatgmaildotcom,0
bumisita,0
Conversation,0
PaintBall,0
CO2,0
hypevanna,0
Instinto,0
jiraibugtsune,0
24th,0
ElenaLunaLlena,0
factsofhealth,0
wahahahaha,0
BEAUTIFUL,0
3LL4Agoestus,0
kobolla,0
COUSINE,0
dieron,-1
duajam,0
kecamatan,0
Embroidered,0
sang,1
sand,0
httptcowOqUZjalBu,0
Xiaoyu,-1
Bismillah,0
sana,1.0
small,2.0
sano,1.0
BoOMwooq,0
sanm,0
paskib,0
sank,0
hables,0
mullerq31,0
USED,-1
PLEASEPLEASEPLEASEPLEASEPLEASE,-1
pasa,0.0
represing,1
195,0
griijgdtikj,0
httpstcoGUwePkD7wB,0
paso,0
190,0
johnny0829,0
past,0
sevgilim,0
salahalghaydan,0
ksini,0
92Eikbal,0
pass,1.0
Word,0
KGfromBK,0
maanaaa,0
blkang,0
novidade,-1
Kenkendren,0
SHAQ,2.0
httptcoayf4GN368G,0
danistygward,0
httptco3bKSXqgN2N,0
Goosebumps,1
httptcoZMiJdDI1Rr,0
Meambil,0
httptcoqMXytX7eyT,0
TeamSports,0
leio,0
ThatJerkDerk,0
pecado,-2.0
meitadina,0
GPKKO,0
ganjiong,0
ddDDDd,0
full,-1.0
Atleti,0
stooooormluv,0
Charlie,0.0
2but,0
amirahmimiieL89,1
deym,0
CrZelo,0
ganda,0
MsVeroniicaa,1
Hirr,0
MVPB,0
JJessicaChu,0
wakakakakDv,0
yedoh,1
BaddHabits,0
Fawkes,0
55555555555555555555555555555555555555,0
uchadinand,0
jjajaj,0
TELL,0
AustinMahone,0
ainicsw,0
Acun,0
coolest,0
madeup,0
YerdiOficial,0
ZaynOfficialDay,0
jakkkRT,0
ischia,0
Kompetisi,0
PennyRed,-1
followed,0
brauchen,0
MikoSloan,1
ltltltlt,-1.0
Kuwait,0
widiabadja,0
BellataniaLs,0
cigs,1
Pony,0
httptcopvIIUeZnqJ,0
follower,1.0
AriThankyan,0
KpopersCastleID,0
lincah,0
httptcoYTITTLaarI,0
Macarrones,0
jupitershop,0
komitmen,0
ossan28go,0
613,0
SteffyChiBi,0
nuevas,0
sitijulaehasry,-1
mort,0
mori,0
morn,1
soraaa7,0
FallwithJev,0
FRIEND,0
more,0.0
explotado,0
nomas,0
door,0
ShuonK,0
ikut2anwkwk,-1
httptcoviwpo4v2EJ,1
company,0
Mariuccia,0
MTVNews,1
HASTA,0
httptcozW40VQmuRD,0
Voc,0
levens,0
KaniaNoorhaliza,0
duniawi,0
helovespink,1
BACKHYUN92,0
soit,-1
Gods,-1.0
VirginForLife,1
UlzzLee,1
gringo,0
buronan,0
httptcoA1sIeYR7hz,0
liverpoolarief,0
coincidencia,0
learn,0
SMASHSelaluTentangKamu,0
socialo,0
hadehh,0
httptcory7Hjqn,0
keyteacar,-1
DestekSizSahadaki,0
mehn,-1
Dicapati,0
pakde,0
antena3com,0
wieder,0
meltembicioglu,0
mehh,0
mnta,0
MOTD,0
sahiraazhar,0
httptcomlVb7oFfdl,0
jobsdb,0
Bonjouuuur,0
punyer,0
plantarme,0
Karan,0
dokyungxoo,0
mehr,-1
bonded,0
Varios,0
nikebeh,0
juve,0
tanggi,0
SaMadame,0
Piknie,0
RealStuff,-1
Figueme98,0
MyLittlePony,-1
fotoyu,0
httptcoOub1bRNQcr,0
yukupdatebo,0
Chaw,0
pRezavaldiffa,0
misskeyna,0
imkansz,0
PORZE,0
ssstt,0
ternyataa,0
1970s,-1
mianohara,0
OTHER,0
herringroe135,0
615,-1
Fashion,0
lelim,0
PORTATE,0
iphulbraga,0
SAYHUNNAth,0
hahahahajackmyswag,0
friendsIdk,1
infokuiz,0
beyazita,0
Vengarse,0
Kfz,0
httptcoVndIIE2MpF,0
httptco0lY19h6BbJ,0
ternyataD,0
httptco7b3ZlSfAFy,0
QueCadaCadaCaprilistaTengaUnMillonDeSeguidores,0
Democracia,-1
19136,0
Nerd,2.0
jln2,0
coisa,0
GWSP65,0
siteye,0
Lampung,0
Opale,0
azlinaazhary2,0
bitesizeclaire,1
httptcouCXva00iFp,0
duluuuuuu,0
Jedi,0
paper,-1.0
scott,0
prabu,0
jigana,0
signs,-1
httptcodfCfK0zF79,0
CLAIM,0
tnggal,0
DKI,0
httptcosSlxEi0yR3,1
RTchatariina,0
Cachaaaa,1
Kopeli,0
httptcoshbfpvQBbm,0
RTDynAbdussamad,0
nairibaybee20,0
bangla,0
httptcoE1pu69Gsgr,0
symptoms,-1
Furious,0
Random,0
Dua,0
httptco2Zb1U5uMO0,0
nyow,0
sauce,1.0
dione,1
Gurus,0
Karang,0
Nugelooo,0
CAMARADA,0
Pendiam,0
idola,0
Elektronik,0
httptcolQPjHhuirK,0
Sixty,0
troyano17,0
RUMAH,0
ForeverAyeshaa,0
Pcole44,0
PurpleMenswear,1
SavageMuch,0
BECAUSE,0
everytime,0
Arizky1Ramadhan,0
Authority,0
kangeun,0
Quotes,0
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,0
Bende,0
PYL,0
GUNUM,0
1400banachan,0
cliffordnarry,0
fagfapel,0
joelmatulessy,-1
Bosan,0
BomayiM,1
Moyessay,0
adithiasofyan,0
CeweEMOSI,0
httptcooUzhCKhKM5,0
Sonaron,0
Pasal,0
8puntos,0
homegirls,0
Saaty,0
narrywutwut,1
empuntan,-1
Vov,0
ditinggal,0
Lauraevans88,0
SmAsHmPhO,0
Dus,0
lipstick,0
akuntansitadinya,0
ISYAMAHA,0
RicardoBieleckiYouAreTheBest,1
azul,0
alan0ai,0
jonathan,-1
arixbobs,1
Report,-3.0
hbniko,0
spraying,1
kesilapan,0
akademia,0
mksudnya,0
cejun,0
httptcoJvB0WERIdX,0
fiqamustafah,0
httptcokC70ONGt9Z,0
ayuu,0
aaascdddcndn7,0
halimahira,0
Nine,0
BERUBAH,0
CagePrisoners,-1
espada,0
Serious,0
bumpin,0
sarreh,1
aaa7dm1992,0
MGA,0
hiyori0421,0
service,1.0
sonra,0
sonro,0
httptcoGSaXhExFGh,0
forrester,0
MGM,0
bradyisthename,0
missromzah,0
Raveboycz,0
Dibumi,0
ganiha,0
DwitaDA,0
num3888,1
enaknya,0
Fra,0
omw,-1
httptco6Z23WKdonB,0
Dalam,0
Koaak,1
RemiGozard,0
Llorar,0
mlebu,0
firsts,0
cicycicycicy,0
Rumahlu,0
Started,0
avec,0
mismong,0
HIATUS,0
felicidades,0
luchar,-1
ShaAriesya,0
noms,1.0
soraruru,0
httptcoydrdTmImEa,0
ODNT,0
RPGRT,0
raisa,0
Starter,0
ngerakeun,0
theemmm,0
youasnake,0
favs,-1
Badeeer,0
danyylovee,0
brokenQuestionnier,-1
Luqman,1
talvez,0
interviewed,0
httptcoi7E9SIwr8p,0
biebsfeatdemi,0
Bugn,0
Adeeh,0
CuteLoveMsgs,-1
clculo,0
shoesNbeer,1
Bugg,0
httptcogWr1Al7CbO,0
iyadahhhh,0
MakassarTK,0
Itss,-1
pyroclastic,0
Parlament,0
DanielVonJager,1
Cancer,0
Epson,0
aliskanliklarim,0
fami,0
tummy,-1
httptcoFC1UxMvo4k,0
balbina2330,0
rikafauzia,0
Marina107,0
Kesehatan,0
cdavance,0
fatinasiff,1
setan,0
httptcoXKV0I2hJil,0
prvcies,0
httptcoy6WJYzicrY,0
httptcoRTNPCHqWmt,0
setau,0
graffiti,1
llegaaando3,0
ASoheeWGirls,0
Snuggle,0
OT5,1
Muter,0
sell,3.0
incluye,0
selo,0
Addio,0
Mushroom,0
3000favsBOT,0
httptcoXQKkedrZip,0
belleza,0
Muhikhsan12,0
Muzafferin,0
untungnya,0
duniap,0
SulliFXKCE,0
also,-1.0
Nol,0
mias,0
Foot,0
selv,0
THATS,0
bekleyecekler,0
RelationshipsStaying,0
ooooooohhhhhhhhh,0
liannacamacho,-1
suamiku,0
joakinseresi,0
Losada,0
hasselt,0
httptcoVBrLFW2hbz,0
Consultant,0
BeemonkeyTk,0
KingLavish,0
LuliFaiman1,0
httptco0MOa1Ie1Ah,0
virus,0
upausemake,0
vimos,0
mendi,1
idontmind,0
svpolhttptcoTlNkBkr9og,0
2013PBAALLST,0
omahe,1
zygytpamungkas,0
dieamp,1
sometimes,1.0
httptcoH8ieayeog3,0
brii28,0
MutiaAfriliani,0
ccc,0
Ayear,0
TEST,0
Leer,0
httptcoGKKCo8lOKS,1
httptco06fCbvHY6N,0
OTW,0
Hah,0
Hai,0
ugh,0
Hal,0
YAK,2.0
Han,0
Hao,0
Haa,0
yeee,2.0
bntalD,0
Had,-1.0
Hae,-1
FELICIDADES,0
Hay,0
NadinNhn,0
bipD,0
Stormof69,1
distes,0
Has,0
overwhelmed,0
Hav,0
urus,0
Sigmaatrio,0
ugH,1
urut,0
Pulau,0
Premiere,0
bisnis,0
cyclemeter,0
M0hitKukreja,1
nenas,0
tsunsan,0
Twimasha,0
REcari,0
corazones,0
Pulak,0
sekosanku,0
astaghfirullah,0
nalcyguimino,0
httptco2APkIUP4Vu,0
ngalahin,0
hillgaitan19,0
remedi,0
httptcom0z7rqbbsv,0
meanieee,1
sunny,2.0
bisakah,1
ClarksonGreezy,0
heartxwavves,1
Algo,0
indriprobuARS,0
dipertanyakan,0
soratobutbs,0
DiegoRouvier,0
amaliabel,0
dawnadoodle,0
marymarieeee,0
httptcoNf8plvJsow,0
MHMTuwaidan,0
httptcoSaLhIXsRFX,-1
dopeeassmarii09,1
uberhaupt,0
puspitaraani,0
zombiec5,0
Resmi,0
iheartmerlin,0
httptcoJCXoMpQi76,0
sahabatnya,0
ProtoDrake,0
tuduh,0
IMAM,0
319,0
318,0
BoloVallejo,0
sipa,0
mengatakannya,0
313,0
312,0
ASEmmaRoberts,0
310,0
317,0
Chairish,0
315,0
kelarimaprimisima,0
sipp,1
monoocchio,0
shower,0
conlars24,-1
Natebohy23,2.0
HAHANAPINNNN,0
deactivate,1
NOalaLSP,0
httptcopCd8cAoV7M,0
exchange,0
httptcoeggfFtGFR7,0
httptcoufTHxankYL,-1
WTofficial,0
uniicerewet,-1
bollogbyeol,0
httptcoFzQe8rUshw,1
zourryyy,0
lohBisa,0
15th,1
ldrebilirsinn,0
Radioming,-1
JazzyLoveo,1
Irse,-1
desmadres,0
Natusska38,1
GwongWoo,0
polshoogte,1
ohsnapitsniam,0
RosebeckAllan,-1
444,0
tengah2,1
suegra,0
sepik,0
httptcoRlOgYZ3GF2,0
last,0
legitimately,0
yapmayn,0
opaa,0
DOKUNAMAZMI,0
httptcoAgJ0pySTOo,0
httptcocTrOx2bu6e,0
Quero,0
connection,1.0
httptcoaLSqbdQB3Q,0
Wilde,0
mayu626,0
Prastikatikaaa,0
sadar,0
Wisely,1
Breton,0
aldiiinugroho,0
24karatsSaiko,0
beli,0
seryoso,1
httptcokw3Cxb0Zuf,0
curiga,0
bell,0
senseless,-1
bela,0
Party1025FM,0
httptcoQ4t416bxs8,0
DEMI,0
seanstledger12,0
arkadasi,0
Mairah,0
wedstrijd,0
pensamiento,0
kovalican,0
PlayDoh,1
wooww,0
belt,0
xoxodaniellex3,0
13burc,0
TheHemperor,-1
httptcoZEpkNyntft,0
daripada,0
HiiragiRio,1
mrahan,0
MENTION,0
Cari,0
extravagant,0
Caro,0
QuentinIzi,0
Heroes,0
Cara,0
BALLOON,0
topeng,0
Card,-1.0
Care,1
Jiahh,1
Vandaag,0
counting,1
JustLeeXI,0
45465,0
369inematsu,0
Bgaimna,0
jimmcknight7,0
joeljoab,-1.0
httptcoLc2tsJuY5q,0
SOMKE,0
awake,0
httptco6q4rUwfgro,0
iwanttovomit,0
laju2,0
awakk,0
lexikrause,0
Harrier,0
epimefrin,0
peyyt,0
httptco7g3SE0dLCg,0
ngupil,0
httptcoZFpI8pg1ow,0
maghahabol,0
moederdag,0
GUNNA,0
DeliriumXXIII,1
Astaghfirullahendangee,0
fotorafna,0
budget,0
terpisahkan,0
nanas,0
ahmmm,0
pressed,-1
munafik,0
cero,0
estornudos,0
xcheetaprintx,0
Braxtons,-1
Nyeuseuh,0
malulagi,0
ShotJS,0
ElianyClare,0
voc,2.0
vol,0
vom,0
von,0
voi,0
Similarities,1
Perlakuan,0
vou,0
35,0
vor,0
vos,0
Jayla,1
nampak,1.0
RizkiHariKurnia,0
voy,0
voz,0
cuisine,0
wnsselfmade88,1
Falta,0
MusicTubee,0
45litresofvodkasmaashed,0
KuisMentionSteffy,0
BOOginachoi87,0
realstuff,1
hitlist,0
Chikirin,0
unidentifiedflyingreality,0
SojinGdayYD,0
ShairaOrtile,0
Tidak,0
raskalathif,0
moriste,0
COMPONENTE,0
ChuckMyWood,0
chegou,0
nabi,0
LindaDQX,0
httptcohqZ55jRzxy,0
karlagongoraa,0
wifeofavril,0
ZerinHasan,1
diegene,-1
KEN1Anfield,0
iTATENNN,0
QhairunnishaMR,1
KYUBEI,0
httptcosxEyj2iFRV,0
xxN0ARxx,0
giorno,0
faaatee,0
matsuokarin,1
meren,0
kno,-1.0
Mbo,0
merek,-1
Bedevilled,0
kng,0
kne,0
uetvdesu,0
pengundi,0
Manny,0
meganpertiwi27,0
3DS,0
knw,0
meret,0
regionale,0
knp,0
lujo,0
FWM,0
soaked,1
salvo,0
lads,1
nangor,-1
sakit2,0
yunjoovenus,0
salva,0
lujd,0
Viejos,0
ELPA,0
mugen583p,0
ingridyferguson,0
kouyayoshimoto,0
joder,0
Yaaaaa,0
FollowsJp,0
Friiendmejoor,-1
tsaofrancis,0
timur,0
tin,0
setiasekar79,1
SUPERJUNIOR,-1
Brandi,0
THIRSTy,0
mandas,-1
mandar,-1.0
extratime,0
fannisa,1
Asa,0
puesto,0
retrouver,0
Brandy,0
suka2,0
parents,0
choirapper,-1
httptco9W6LXZ1ejm,0
Marina,0
httptcoc771Xf3IDY,0
Marine,0
Oo,0
On,0
Om,0
Multimedia,1
Ok,0
Oj,0
Oh,0
Of,0
couple,1.0
hayal,0
Pisa,0
tweuing,0
balqisrifda,0
abound,1
httptcoEiPukKzWFo,0
Ou,0
Or,0
bersam,-1
Op,0
OO,0
ON,0
OM,0
OL,0
OK,-2.0
OJ,0
OH,0
sukai,0
OF,0
MA0584,0
OD,0
OC,0
kakigouri5000,0
vorrebbe,0
LYIN,-1
janken,0
individuals,0
SGTeens,1
boulevard,0
Iain,0
OS,0
OR,1.0
httptcoGlzw42uT4t,0
OP,1.0
Capture,0
puyer,0
despachar,1
negeri,0
yakalanrlar,0
sivrisinek,0
httptco4h6ciTSZQ7,0
mefamilybatuinstagoodmoodboosterinstagrmig23instamoodinstaniceinstadailyinstanesiainstaphot,0
Pist,0
pingo,-1
FORRA,0
ije,0
D130XY21,1
ayrlrken,0
sampe,0
importoo,-1
ijo,0
AndreasFSB,1
proche,0
ndot,1
CB,1
Frank,0
AdamChadrick,0
Seit,0
raunchyIndian,0
albinedurant,0
behave,0
Reinvite,0
Salute,0
JABLAY,0
SIERRA,0
dikiau,0
Hermit,0
GRANDISIMO,0
httptcooBpW2q1SOA,0
httpstcoR5GELmkIej,0
Anyways,1
SincerelyTumblr,-1
AUTOFOLLOW,0
Ributt,0
vemk,-1
memahamiampmenerima,0
Viterbo,0
BPUN,-1
nurnadiahnajwaa,0
QuinnycastersNL,0
snfta,0
menuda,0
oleh2,0
ricogutierrez8,1
httptcopC8FUgXl9k,0
Hello,0
TAKAHIRO,0
Vistamar,0
mengapalah,0
tommy,0
httptcomnxzlp3U6F,0
amado,0
deserved,0
melolong,0
amada,0
deserves,0
KeepEmGuesing,0
WanAizatA7X,-1
Kotoko,1
httptcoRK9hWZJuD6,0
httptcoCGjP4gBmEX,0
HAHAHAHAHAHA,0
Rican,0
httptcoKxRkGNrpMF,1
jeito,0
inte,0
gerekiyor,0
matarlos,1
Shaw,0
netiersawati,0
sirodonguri,0
into,0
soportar,-1
Igual,-1
muka,0
Mutluluk,0
katil,0
Shah,1.0
klo,0
Prosek,1
TorchAndBrush,0
katie,-1
BeaJohn,1
heeft,0
kutinggalkan,0
Used,0
mihi48,0
pilove0069,0
sarapan,0
sock,0
duelen,0
isidoramelisa,0
Atynearies,1
Uses,0
pinjem,0
hahahiyahcieee,0
themedtechninja,0
bitches0K,0
BlackTechsI,-1
MaDeiLL,0
alokbhatt,0
PERIPIT,0
lannyanggraeni,1
Propper,1
sihpViooveoo,0
Nuriaa217,0
jacky,0
DemonSkyblade,0
atlantic,-1
aguinha,1
ColeArvidson96,0
httptcoW0ZhIPaWnn,1
monkeyxd,0
suapkan,0
MaelyTiizy,0
Spinnaker,0
donkDg,0
starryskymojyam,0
erick,0
princesschanana,0
masing,2.0
pemulihanjiwa,0
sjRTsuperjuniorELFRT,0
terminaste,0
inhumana,0
1rt2rt3rt4rt5rt6rt7rt8rt,0
paired,0
applenr03,0
EssaysArticles,0
Bangun2,1
httptcoftxCA5qXjD,0
gurugurugould,0
faded,-1.0
intie,0
BamHopefully,0
httptcoilLuAz4p5d,0
5eer,0
sentimen,0
camp,0
chag,0
MNABI,0
botanmame,0
unsafe,1
115220luv,0
char,1
maximiliansaxon,1
Hitam,0
chat,1.0
chau,0
meesmees,0
naafian,0
postando,0
tiffanyhwe,0
wapens,0
MAXSTEP,0
Friedrichshain,0
Hazel,0
pieszy,0
Hargailah,0
namineko,0
Tucsa,0
rmbaew,0
lauuuuu11,0
Kusar123,0
daniel28juan,0
SEMATAMATA,0
revision,0
httptcoAPYNr2VkL5,0
httptcoeEMijUorD0,0
